stage,scenario,probability,xi1,xi2,xi3
1,1,1.0,0.7435813682660629,1.5562204479244945,1.7929700491106761
2,1,0.02,0.9448092374271783,1.1146498711039643,1.3591667831064769
2,2,0.02,1.20352802859582,1.1313201029367623,1.1810884835444289
2,3,0.02,1.522976149447794,1.5640882086231995,0.9000822227182468
2,4,0.02,1.8391984764477178,1.2837486068217039,0.810436626938181
2,5,0.02,1.2762990619204935,1.5181584468312581,1.6602337337052626
2,6,0.02,1.373864610739643,0.7373374299918452,1.4141014695530645
2,7,0.02,1.0121550636915322,0.8725142670562727,1.0360445358591694
2,8,0.02,0.912166108616187,1.3458264901714654,1.169613237979751
2,9,0.02,0.8852053209678552,1.3926433175983122,0.7799111496424707
2,10,0.02,0.740982046898023,0.9547797924432956,0.8594417749185936
2,11,0.02,1.0696405853461024,1.417736259059848,0.7705355951767756
2,12,0.02,0.800967578989182,1.2553956363293246,0.9232297525292532
2,13,0.02,1.778875956921147,0.5005839962997582,1.3240787456560552
2,14,0.02,0.8344095455473702,1.3053372374000434,0.9311057408439649
2,15,0.02,1.990423112450886,1.2292942002361589,0.8791627773897785
2,16,0.02,2.3319230543055816,0.6541478299369499,1.3206151695735224
2,17,0.02,0.6402532145512012,1.429382588599156,1.9099109747271514
2,18,0.02,1.1490485357092994,0.9039122379240716,1.7889168556387312
2,19,0.02,1.2532656393067896,1.6570717069628245,1.4068498765000854
2,20,0.02,1.6902861714106154,0.9364660121450571,1.3106958792996013
2,21,0.02,0.8480384392052278,0.9738083714572209,0.9549750849274253
2,22,0.02,1.864765456156611,1.0862738697560985,1.238002844477081
2,23,0.02,0.9553700107030817,1.4112377309358533,1.0338792167878217
2,24,0.02,1.31073222864657,1.568114849936522,1.1920322237350156
2,25,0.02,2.078565652473877,1.0090141848868337,0.6180117506457599
2,26,0.02,0.8911951308693838,1.223084103457441,1.6791546490492486
2,27,0.02,0.78782241112385,0.5732607844974136,1.0828228030136202
2,28,0.02,0.9879871159948883,0.9956202255165968,0.4516718256394033
2,29,0.02,0.5733836643970193,1.2995790233287123,0.9588499896924724
2,30,0.02,2.054760436065752,1.0421543575821537,1.4153494992652165
2,31,0.02,1.0303564516686405,0.7800050512832136,1.4724625231854174
2,32,0.02,0.9359840021406833,1.6029227132315753,0.7587077026009998
2,33,0.02,0.715888744026558,1.0482256521414428,1.1310744318964228
2,34,0.02,0.7629665984291693,1.3485919614950723,1.0629338538517146
2,35,0.02,0.7433697432561892,0.917907041846042,1.1890419205051788
2,36,0.02,0.6158983561047997,1.2726148134710722,0.9240356132814493
2,37,0.02,0.8154362199396544,1.6689051177750356,1.1034158142279284
2,38,0.02,0.6733865543038957,1.2301538093804951,1.1587912824927213
2,39,0.02,1.2533931109945697,0.8550499672063948,0.8943528745654398
2,40,0.02,0.8188805910519301,1.593480127151076,1.0626749175323404
2,41,0.02,0.7112289540176829,1.0193876929374348,0.8561110308779509
2,42,0.02,1.462477176093308,1.0803517182038394,0.8082605802394855
2,43,0.02,0.883234782761058,2.597265568701533,1.119542952904912
2,44,0.02,1.4493476489348296,0.8026156539792506,1.0435363855411162
2,45,0.02,1.2792023472993521,0.7406920004808814,1.7438769844061546
2,46,0.02,0.8391713464036462,0.8612541022379339,0.8345665567706562
2,47,0.02,1.8307507715558504,1.435717568189021,0.8721910365062536
2,48,0.02,2.1908755901878685,1.8498294125343944,1.5470578962938861
2,49,0.02,1.3134712360835419,0.9379571376918445,1.1144981411035988
2,50,0.02,0.7773352260854371,1.2567609791790804,0.9112135561529248
3,1,0.02,1.402132926134615,1.1866603588069657,1.581997499352364
3,2,0.02,1.2528782920720078,1.1053038908633397,1.3204443868721882
3,3,0.02,1.3442826217696577,1.632564525415071,1.174690978211681
3,4,0.02,0.8591743872183377,1.5055415475014202,0.8919938151780208
3,5,0.02,0.9609743470340373,1.7098806272742513,1.0051701576454388
3,6,0.02,1.3468009509623624,1.461186957730841,1.0213057014293023
3,7,0.02,1.5422325638211047,1.0653914838823102,0.9749324400543814
3,8,0.02,1.3860221305404354,1.0512399985259402,0.7542631718089003
3,9,0.02,1.0093878420910019,1.213436187197179,1.1755238422826857
3,10,0.02,0.6073953431450404,1.1857359391600601,1.5444516173965832
3,11,0.02,0.803407651046314,1.0205105841553745,0.9671155409345971
3,12,0.02,0.9384729013225378,1.4010362717478206,1.5771798779780677
3,13,0.02,0.8791394520393088,1.2148820507794604,0.9225751269988847
3,14,0.02,1.3835221979449723,1.3241439459390802,1.0756492752580926
3,15,0.02,0.8526750052311314,1.8440204519747194,1.4737192473234604
3,16,0.02,0.96970709784489,1.621371380610432,1.1452926365488245
3,17,0.02,1.278407965848214,0.790300290007153,0.9412576774166764
3,18,0.02,0.8577420129133004,1.0418854225281506,1.6524324646074044
3,19,0.02,1.255245404863824,0.8161620637068987,0.9357751542257142
3,20,0.02,1.4858042151523585,1.0098322078498692,1.1113703577825795
3,21,0.02,1.1125890052299663,1.061225281358476,1.1647723190377248
