stage,scenario,probablity,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,1,1.0,0.7435813682660629,1.5562204479244945,1.7929700491106761,0.8927351771070904,1.1030913605640125,1.345642847651959,1.129532339267524,1.1769818451102745,1.2360431580714526,1.637765834339237,1.5317674989064787,0.94623042510558,1.8299104679419687,1.2113648518172528,0.8268135524050039,1.2591075047069566,1.6608618198247165,2.0056025270496325,1.5126323120513592,0.7251825096465492
2,1,0.05,1.4971958830055994,0.995775676029382,0.8620615118591947,1.0483458156766343,0.8374309545036791,1.2981962342550981,1.1464533441497702,0.9174201974871417,1.4850137197425302,0.725108701689055,0.7386598840628267,0.9888294249910028,0.8173257359295057,1.0172633384832552,1.382147015714577,0.7847748569958295,0.832824143652477,1.3384997295220449,0.9004904368841756,1.645604551083766
2,2,0.05,0.49765401723856295,1.3594417837461148,0.8174287778613731,1.3797270807931425,0.8912087657769461,1.8284169416061065,1.177424245810648,0.9335271673947892,2.734275743688268,0.5714509292785535,1.3338875726816233,0.6703882127925574,1.4321042484883981,1.7706575376420377,1.1141554285430768,0.9129967069446328,2.056018531506095,1.296529163938996,2.0615592192715284,1.3928514863389472
2,3,0.05,1.6902861714106154,0.9364660121450571,1.3106958792996013,0.7799412803712212,0.9266479137157653,0.9454729240669951,1.702868750517052,1.1315996999671645,1.316090977735777,0.9143236112711091,1.3866679158687225,1.0868873377529185,1.263348664139775,1.4419832664073051,1.2005794095541835,2.0195518414443634,1.0751454774195677,0.5370501800823856,0.8229983592271732,1.1834430416472812
2,4,0.05,1.7983025289067247,0.781166080659225,0.5741197382781126,1.1119276348303757,0.9253279837753419,0.9697670282943637,0.4427281242617832,0.6106003035655854,1.3582283142953848,0.9550156797816483,1.9218231849341734,1.076275551433457,1.462683232274172,0.9856486615441402,0.7903109828438609,1.5323983512360713,0.9779597185912637,1.8346902910863447,0.6708511320348394,0.7010219341147748
2,5,0.05,1.0672335266922544,1.1552001348075276,0.751632920977339,1.4390019032775039,1.0632998748877602,0.7262204829178335,0.8874992795155541,1.262568166566881,0.517709156040586,1.3486813598325305,0.9333223255866496,0.8410071936311387,1.7058446975063624,1.080657431303672,0.6864814064016472,1.2425170607039948,1.2752155337612887,1.2966940061488113,0.7889965901608069,0.8854539147766042
2,6,0.05,0.8188805910519301,1.593480127151076,1.0626749175323404,0.6259710811839558,0.9829878477835821,0.8475925837915442,1.3559447760235588,1.1256289232921581,0.7454049164719079,0.8288589550571319,2.502320667520955,1.1769431475403982,1.4101808434987226,0.8046770645826513,1.0556902360253257,1.2618820791426915,0.7736520919664399,2.14144545805913,0.7562487743856365,0.842822367183188
2,7,0.05,0.8530825431645375,1.7680742297978966,1.3959100292535547,0.8333270745683057,2.5039678056699666,1.7661465609694011,1.516424097476007,1.3281092865697552,0.8917388399411014,1.1671197262507322,0.772582977936157,1.290092551333378,0.8750499388124148,1.2782544551212123,1.1702275706514997,1.650334340973406,1.3210490403866781,1.1357031958008135,1.540261958674757,1.265534069671338
2,8,0.05,1.6860947870900223,1.2012611375954603,0.8401524585416394,1.6586490398588518,0.8416468477513683,0.9238601315070819,1.6203917820446396,1.0673264088846874,1.3766667006547222,1.6119073719598105,1.0315699943726802,1.5284881974399829,1.027698644396882,0.9667180553581612,1.320515007536052,1.0618051361566865,0.7951572927300001,0.9892383876777028,1.3114665794900464,1.1638271846201562
2,9,0.05,0.6073953431450404,1.1857359391600601,1.5444516173965832,0.7289746711620804,0.9843852266336908,0.9574925805185345,0.8945741654600269,1.4475648524006077,1.8176015818344085,0.8240577375260477,1.1995139658886833,0.969876565249367,1.3402810996869114,1.2444974917003042,1.0870783025781297,0.8518594070479448,2.042821564433105,1.7109562206626343,0.9267509079069365,1.5546202128982287
